Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita,PC1,PC2,Cluster,Cluster_Agg
2008,136,0,72,13095,20000,0.2,2827,0.03,5771.5,0.5,21128,0.3,267.5,5135,0.4,26203.0,4.7,209270.0,37.49,134000,32.06,42394.0,150443.0,230473.0,37.2,-1.5064401791253428,0.24826420194252383,0,0
2008,139,5,161,36432,179000,4.9,42145,1.16,9953.0,0.3,148102,4.1,494.0,7553,0.2,67634.0,1.9,1199615.0,32.93,1082871,29.72,111194.0,703393.0,1199615.0,32.9,0.5593171469971647,-0.14015625580721264,0,0
2008,140,5,15,7384,36850,5.0,5663,0.76,4369.0,0.6,71509,9.6,222.0,3814,0.5,47815.0,6.5,557273.0,75.47,225000,30.47,35624.0,290623.0,557273.0,75.5,-1.2809147819259767,0.047025509847589554,0,0
2008,141,3,28,10539,218047,20.6,11601,1.1,8432.0,0.8,289008,27.3,595.0,8173,0.8,75404.0,7.2,642141.0,60.93,637578,60.5,109245.0,369244.0,659560.0,62.6,0.25066685745402234,-0.12432325495959114,0,0
2008,142,4,27,13813,90061,6.5,7099,0.51,7013.0,0.5,135707,9.8,244.0,6450,0.5,111478.0,8.1,598991.0,43.36,577095,41.78,70949.0,355152.0,688100.0,49.8,-0.4305582012974693,-0.2598710028270109,0,0
2008,143,4,71,12527,16000,1.3,4288,0.35,5600.0,0.5,38294,3.1,124.0,2331,0.2,31015.0,2.5,192052.0,15.33,185336,14.79,28395.0,125756.0,185335.0,14.8,-1.6480008671804094,-0.044524947828911705,0,0
2008,144,7,162,15450,6734,0.4,3288,0.21,2000.0,0.1,9043,0.6,24.0,456,0.0,15581.0,1.0,53653.0,3.47,47500,3.07,5972.0,23290.0,51214.0,3.3,-1.9916351642952406,-0.12381876888992245,0,0
2008,146,1,125,17193,115370,6.7,6461,0.37,6999.0,0.4,169420,9.8,305.0,8824,0.5,99644.0,5.8,655560.0,38.13,599013,34.84,96526.0,377003.0,697896.0,40.6,-0.1597398760432956,-0.21694988779578334,0,0
2008,147,2,146,12011,73000,6.0,4000,0.33,3000.0,0.2,61207,5.0,413.0,4734,0.4,64066.0,5.3,318602.0,26.53,410614,34.19,62000.0,229512.0,404086.0,33.6,-0.9360725891983258,0.16043217505116966,0,0
2008,149,7,105,4165,5000,1.2,1654,0.4,500.0,0.1,13840,3.3,152.0,1518,0.4,18721.0,4.5,91773.0,22.03,59952,14.39,7994.0,42776.0,91773.0,22.0,-2.006300900552405,0.1341362956915973,0,0
2008,151,3,101,9537,89606,9.3,4404,0.46,5337.0,0.6,146939,15.3,278.0,5074,0.5,84589.0,8.9,628463.0,65.9,593698,62.25,75178.0,397625.0,766497.0,80.4,-0.5309822112189883,-0.19743425031399517,0,0
2008,152,5,116,4902,19068,3.9,2459,0.5,576.0,0.1,31495,6.4,29.0,1763,0.4,29723.0,6.1,155086.0,31.64,148958,30.39,13382.0,89406.0,162061.0,33.1,-1.873961985468486,-0.09181634868832081,0,0
2008,153,4,97,9273,31180,3.4,5460,0.59,7590.0,0.8,80552,8.7,55.0,1310,0.1,43076.0,4.6,251159.0,27.08,244864,26.41,31100.0,128246.0,219981.0,23.7,-1.563856077996198,-0.26783017536043624,0,0
2008,154,7,159,9292,59895,6.4,5733,0.61,6000.0,0.6,64502,6.9,202.0,4332,0.5,37509.0,4.0,422409.0,45.46,427056,45.96,29862.0,206326.0,412871.0,44.4,-1.2779167677151637,0.043129345211168214,0,0
2008,155,0,10,8840,68206,7.6,5323,0.6,3747.0,0.4,111084,12.5,328.0,5639,0.6,47192.0,5.3,605867.0,68.54,332800,37.65,74417.0,318563.0,587844.0,66.5,-0.8993051664954224,0.06689895470242858,0,0
2008,156,0,8,23872,398934,16.6,11540,0.48,17194.0,0.7,407540,16.9,866.0,19151,0.8,132225.0,5.5,2101429.0,88.03,1610000,67.44,183480.0,1142082.0,2101429.0,88.0,2.7289380959175062,-0.09733148836041908,1,0
2008,158,1,86,18808,175733,9.3,7957,0.42,20112.0,1.1,282900,15.0,208.0,5816,0.3,67167.0,3.6,906654.0,48.21,877878,46.68,124500.0,695026.0,887210.0,47.2,0.269228635089393,-0.6844317315812976,0,0
2008,159,2,7,2319,18264,7.8,1753,0.75,4119.0,1.8,22124,9.4,106.0,2535,1.1,38672.0,16.7,145557.0,62.77,92500,39.89,16630.0,96207.0,231565.0,99.9,-1.8245665677146994,0.04069472685344245,0,0
2008,160,5,90,6546,33800,5.2,5511,0.84,1300.0,0.2,56342,8.6,80.0,1184,0.2,26076.0,4.0,22379.0,3.42,18955,2.9,11625.0,61545.0,108141.0,16.5,-1.8457344529871837,-0.10984982176684442,0,0
2008,161,2,14,3987,74025,18.3,3110,0.77,6200.0,1.5,78589,19.4,197.0,4423,1.1,38551.0,9.7,437774.0,109.8,160000,40.13,43080.0,205236.0,410074.0,102.9,-1.3287093692307457,0.014663663013406197,0,0
2008,162,7,153,1725,7608,4.4,892,0.52,148.0,0.1,9518,5.5,47.0,410,0.2,12941.0,7.5,45704.0,26.49,40573,23.52,2570.0,23663.0,43564.0,25.3,-2.170974978160399,0.0073444077647078524,0,0
2008,163,4,118,16240,130895,8.1,11284,0.69,7880.0,0.5,84968,5.2,103.0,3544,0.2,74028.0,4.6,546239.0,33.64,459139,28.27,64888.0,256480.0,542713.0,33.4,-0.7805848580236465,-0.42220716420169135,0,0
2008,164,2,18,3022,18000,5.9,1110,0.36,1000.0,0.3,19803,6.5,122.0,1087,0.4,13605.0,4.5,180083.0,59.59,40000,13.24,16522.0,91635.0,168829.0,55.9,-1.9703951593284086,0.06493648378539096,0,0
2008,165,0,48,40011,174760,4.3,14970,0.37,9961.0,0.2,264514,6.6,517.0,9877,0.2,163007.0,4.1,1177615.0,29.43,1011084,25.27,176232.0,738481.0,1059142.0,26.5,1.307712939847836,-0.5975698768387604,0,0
2008,166,0,25,4110,31000,7.5,2517,0.61,2000.0,0.5,43013,10.4,208.0,3474,0.8,28561.0,6.9,200630.0,48.82,111760,27.19,27987.0,101385.0,208386.0,50.7,-1.6789342125293338,0.14362257592240954,0,0
2008,167,1,45,23659,225000,9.5,12086,0.51,47054.0,2.0,332226,14.0,457.0,19203,0.8,139138.0,5.9,1110931.0,46.96,1205241,50.94,178713.0,808402.0,1492432.0,63.1,1.621980774493089,-0.29167648832182297,0,0
2008,168,6,130,10850,60500,5.6,4407,0.4,5771.5,0.5,81760,7.5,198.0,2907,0.3,61551.0,5.7,403599.0,37.2,383451,35.34,54766.0,236785.0,426289.0,39.3,-1.1143659518269013,-0.1622254313598911,0,0
2008,169,1,73,25940,202043,7.8,10168,0.39,12564.0,0.5,258692,9.9,399.0,8524,0.3,134217.0,5.2,1328988.0,51.23,1292932,49.84,165480.0,660277.0,1314336.0,50.7,1.0759849602779459,-0.6192743914598756,0,0
2008,171,4,46,19678,184170,9.3,10565,0.54,7185.0,0.4,353198,17.9,494.0,11590,0.6,102607.0,5.2,669343.0,34.01,594257,30.2,102851.0,465258.0,926466.0,47.1,0.5987236021102993,-0.2891050724709298,0,0
2008,172,1,98,42142,241600,5.7,26426,0.63,187043.0,4.4,302708,7.2,372.0,14695,0.3,116060.0,2.8,1245443.0,29.55,1212507,28.77,111125.0,867089.0,1567643.0,37.2,1.5061920478264719,-0.48531650494220446,0,0
2008,173,5,141,2981,7576,2.5,1635,0.55,894.0,0.3,9526,3.2,109.0,621,0.2,14121.0,4.7,54637.0,18.33,51000,17.11,5000.0,51487.0,72835.0,24.4,-2.089975474104751,0.075677383451388,0,0
2008,174,6,144,11786,47401,4.0,5632,0.48,1848.0,0.2,81627,6.9,389.0,4181,0.4,51333.0,4.4,485692.0,41.21,378740,32.13,49634.0,273187.0,448135.0,38.0,-1.0448714183844707,0.16390976702932814,0,0
2008,175,0,24,118475,989139,8.3,110832,0.93,188608.0,1.6,981351,8.2,1792.0,51423,0.4,525169.0,4.4,9206271.0,77.71,8172934,68.98,771880.0,5163827.0,8532976.0,72.0,15.216458819900167,-1.8876519255193338,1,1
2008,176,7,147,3725,6736,1.8,2103,0.58,3516.0,1.0,38984,10.7,40.0,290,0.1,22822.0,6.1,77531.0,20.81,74030,19.87,6143.0,44091.0,79971.0,21.5,-2.0353189579515925,-0.09774942616413601,0,0
2008,177,5,41,18343,34335,1.9,6540,0.36,724.0,0.0,57865,3.2,463.0,10794,0.6,38369.0,2.1,294497.0,16.06,92549,5.05,32433.0,168360.0,315613.0,17.2,-1.0869467711104597,0.5841121604831069,0,0
2008,178,0,82,49015,267758,5.4,37841,0.76,50519.0,1.0,417256,8.4,3570.0,59974,1.2,168615.0,3.4,2890331.0,58.97,2616222,53.38,241723.0,1634940.0,2820775.0,57.5,5.87992583848672,4.5534128715953575,1,0
2008,179,1,112,15104,135802,9.0,9673,0.64,10591.0,0.7,144418,9.5,450.0,9045,0.6,88045.0,5.8,475270.0,31.47,407977,27.01,73127.0,288092.0,507405.0,33.6,-0.3363688106382073,0.06599623928500382,0,0
2008,180,2,124,7818,70000,8.8,3702,0.47,6776.0,0.9,89177,11.3,391.0,7497,0.9,55004.0,7.0,358381.0,45.84,339182,43.38,46154.0,204677.0,443413.0,56.7,-0.9868088580085188,0.28220216109430923,0,0
2008,181,7,142,9231,57131,6.1,5818,0.62,16501.0,1.8,94448,10.1,385.0,6665,0.7,56200.0,6.1,390690.0,42.32,382362,41.42,65236.0,255499.0,374097.0,40.5,-0.9489394608772875,0.19796352759277622,0,0
2008,182,6,92,14631,83698,5.7,9229,0.63,24282.0,1.7,138265,9.4,251.0,3292,0.2,69490.0,4.7,390382.0,26.68,381437,26.07,54995.0,286484.0,509155.0,34.8,-0.8174364974016124,-0.2462356672749568,0,0
2008,183,2,157,35451,67964,1.9,13576,0.38,87559.0,2.4,102589,2.9,229.0,3204,0.1,54956.0,1.6,612373.0,17.27,27400,0.77,58774.0,315890.0,575770.0,16.2,-0.7790868459721045,-0.30470659324621274,0,0
2008,184,0,31,34752,250801,7.2,29216,0.83,31595.0,0.9,441671,12.6,696.0,14233,0.4,171652.0,4.9,1777592.0,51.15,1549092,44.58,328847.0,1088921.0,1679179.0,48.3,2.7127401031939327,-0.8335550107309078,1,0
2008,185,6,91,751,7100,9.4,489,0.65,25.0,0.0,5781,7.7,13.0,92,0.1,10960.0,14.6,34040.0,45.33,31062,41.36,7902.0,14736.0,30750.0,40.9,-2.218329488704317,-0.03774018474956443,0,0
2008,186,6,140,29620,122690,4.1,14180,0.48,4191.0,0.1,151129,5.1,188.0,6676,0.2,72223.0,2.4,815536.0,27.53,228000,7.7,84848.0,357182.0,743354.0,25.1,-0.34855201124046586,-0.4085455754324594,0,0
2008,187,5,121,2612,10361,4.0,1650,0.63,490.0,0.2,21611,8.3,101.0,1299,0.5,18631.0,7.1,83769.0,32.07,73350,28.08,7564.0,54781.0,82889.0,31.7,-2.024248061200055,0.055908456755328934,0,0
2008,188,4,88,44679,300000,6.7,31000,0.69,65000.0,1.5,525869,11.7,167.0,9012,0.2,224993.0,5.0,2634919.0,58.97,2476664,55.43,297015.0,1361766.0,2378241.0,53.2,3.3820198708501783,-2.005731395094696,1,0
2008,189,2,17,1384,3134,2.3,1000,0.72,50.0,0.0,7003,5.1,89.0,821,0.6,14982.0,10.8,40586.0,29.32,23000,16.62,7311.0,25271.0,37067.0,26.8,-2.148042346487945,0.07218508212496412,0,0
2008,190,2,13,3671,47305,12.8,2503,0.68,5771.5,0.5,63507,17.1,183.0,4285,1.2,50858.0,13.9,525851.0,143.24,114845,31.28,26689.0,199650.0,459244.0,125.1,-1.423893833048567,0.05092969123058702,0,0
2008,191,4,165,107174,273954,2.5,49026,0.46,16921.0,0.2,190617,1.8,165.0,4786,0.0,258752.0,2.4,1815354.0,16.94,1945137,18.15,300422.0,1415687.0,2018346.0,18.8,3.380957739296117,-2.119548422017731,1,0
2008,192,5,40,18775,187231,10.0,17000,0.9,20277.0,1.1,224564,11.9,347.0,5745,0.3,84818.0,4.5,1304428.0,69.48,1226089,65.3,122650.0,869727.0,1343691.0,71.6,0.6050516665323972,-0.4640393032564783,0,0
2008,193,2,115,22128,59647,2.7,12820,0.57,52050.0,2.3,110863,5.0,108.0,3515,0.2,85068.0,3.8,738501.0,33.37,725000,32.76,82795.0,393373.0,737424.0,33.3,-0.5725713324286936,-0.4746100442483188,0,0
2008,194,1,57,60486,281316,4.6,26624,0.44,75388.0,1.2,728846,12.0,1106.0,32006,0.5,240264.0,4.0,3692023.0,61.04,3677823,60.8,412077.0,2202221.0,3692127.0,61.0,6.1473856155139,-0.6018678624578518,1,1
2008,195,4,155,52676,61909,1.2,39788,0.75,27251.0,0.5,194371,3.7,251.0,4685,0.1,161943.0,3.1,2282243.0,43.33,1446663,27.46,176905.0,817498.0,1346089.0,25.6,1.0618117270807932,-0.9569535179287666,0,0
2008,196,3,35,6618,30000,4.5,6097,0.92,8568.0,1.3,36856,5.6,228.0,2244,0.3,44160.0,6.7,307118.0,46.41,298487,45.1,39924.0,187820.0,307118.0,46.4,-1.4829765536482646,0.05387106541712613,0,0
2008,197,0,5,10200,38500,3.7,6154,0.6,5771.5,0.5,65624,6.4,435.0,6130,0.6,58413.0,5.7,378725.0,37.13,372352,36.51,53333.0,245492.0,402255.0,39.4,-1.034900142976927,0.317015171905269,0,0
2008,198,0,3,26508,531396,19.9,21666,0.81,197576.0,7.4,775357,29.1,1052.0,46370,1.7,226896.0,8.6,4802081.0,181.16,3870859,146.03,437397.0,2673944.0,4705437.0,177.5,7.194155328542205,-0.2114647850273804,1,1
2008,199,1,103,25781,71490,2.7,9092,0.35,30378.0,1.2,263100,10.1,373.0,11568,0.4,118751.0,4.6,1593559.0,61.81,1562329,60.6,174786.0,862752.0,1592704.0,61.8,1.0216130540901966,-0.35752483615881137,0,0
2008,200,6,131,6139,30400,4.9,2907,0.47,17680.0,2.8,34498,5.6,24.0,2774,0.4,26974.0,4.4,147198.0,23.98,101643,16.56,25038.0,75842.0,161135.0,26.2,-1.8088811892106877,-0.0981632657655192,0,0
2008,201,0,6,17715,261087,14.6,17691,0.99,30570.0,1.7,329873,18.4,804.0,34516,1.9,146120.0,8.2,2875934.0,162.34,2010902,113.51,261044.0,1321591.0,2923070.0,165.0,3.136739836533662,0.6104828651786942,1,0
2008,202,2,143,15942,55000,4.6,8438,0.52,4864.0,0.3,55664,3.5,221.0,1285,0.1,56866.0,3.6,309586.0,19.42,196361,12.32,36590.0,147507.0,277878.0,17.4,-1.3154268367318447,-0.14205667428713817,0,0
2008,203,7,167,13095,7260,0.3,657,0.03,629.0,0.0,6964,0.3,90.0,1181,0.0,9883.0,4.7,56225.0,37.49,25569,32.06,4600.0,22100.0,56225.0,37.2,-2.00489157775297,0.020942330618242782,0,0
2008,204,7,167,23678,25000,1.0,11669,0.49,4200.0,0.2,60412,2.5,109.0,2092,0.1,63868.0,2.7,708420.0,29.92,679464,28.7,114604.0,404193.0,709515.0,30.0,-0.7696880723096601,-0.4203093033600142,0,0
2008,206,7,167,13095,17500,0.7,1084,0.05,370.0,0.0,8662,0.4,80.0,1640,0.1,9470.0,4.7,48424.0,37.49,28505,32.06,7037.0,21666.0,49531.0,37.2,-1.9692728424102481,0.008532107672645648,0,0
2008,207,1,99,28754,211928,7.4,19441,0.68,25645.0,0.9,466628,16.3,818.0,14682,0.5,136905.0,4.8,1521750.0,52.92,1488030,51.75,155545.0,808611.0,1479245.0,51.4,1.9518681112384655,-0.22987181088420247,0,0
2008,208,1,106,12491,45000,3.6,4463,0.36,8000.0,0.6,87426,7.0,282.0,2306,0.2,52821.0,4.2,451458.0,36.14,398305,31.89,75425.0,227290.0,455976.0,36.5,-1.0737486243625216,-0.10062606351658969,0,0
2008,209,4,128,16407,78200,4.8,8690,0.53,5771.5,0.5,78806,4.8,200.0,2275,0.1,61781.0,3.8,485142.0,29.57,501093,30.54,48561.0,280907.0,446007.0,27.2,-0.9797391999027645,-0.2285917723864106,0,0
2008,210,4,20,9201,55000,4.6,10279,1.11,10437.0,1.1,162257,17.6,539.0,6612,0.7,86377.0,9.4,749958.0,81.51,690534,75.05,74510.0,483000.0,690634.0,75.1,-0.3846873423954004,0.18780937231397288,0,0
2008,211,2,47,9654,55000,4.6,7198,0.74,5771.5,0.5,122917,12.6,599.0,11656,1.2,91031.0,9.4,615193.0,63.72,609249,63.11,104600.0,401979.0,609249.0,63.1,-0.28921861727180803,0.45157090661912047,0,0
2008,212,7,108,8188,4000,0.5,3700,0.45,2800.0,0.3,20200,2.5,10.0,50,0.0,27445.0,3.4,22412.0,2.74,9500,1.16,15665.0,3290.0,22357.0,2.7,-2.0461911525107204,-0.17024126795824715,0,0
2008,213,7,108,13095,2183,0.3,347,0.04,28.0,0.0,6068,0.7,2.0,19,0.0,11621.0,4.7,12096.0,37.49,10060,32.06,3485.0,4990.0,15934.0,37.2,-2.1035476741026344,-0.12754183014404757,0,0
2008,217,7,108,13095,4289,0.5,507,0.06,96.0,0.0,10676,1.3,267.5,5135,0.4,721.0,4.7,15274.0,37.49,14060,32.06,3009.0,6560.0,13051.0,37.2,-1.8892528086066676,0.4124921059929405,0,0
2009,0,6,94,3181,9500,3.0,2639,0.83,760.0,0.2,20945,6.6,86.0,1374,0.4,19754.0,6.2,103228.0,32.45,98723,31.04,12257.0,60853.0,92417.0,29.1,-1.9990333205003732,0.027587780002578735,0,0
2009,1,4,159,18550,81000,4.4,10321,0.56,17500.0,0.9,104234,5.6,476.0,7293,0.4,95259.0,5.1,624800.0,33.68,595230,32.09,27643.0,403076.0,565346.0,30.5,-0.47810324979344493,0.19766095533269773,0,0
2009,3,7,133,4453,14779,3.3,3737,0.84,1123.0,0.3,28836,6.5,270.0,3042,0.7,30257.0,6.8,170823.0,38.36,156850,35.22,10062.0,106837.0,159421.0,35.8,-1.7479716034654864,0.26683205084209294,0,0
2009,4,1,21,17333,205597,11.9,9132,0.53,41573.0,2.4,294443,17.0,444.0,8954,0.5,91762.0,5.3,1462699.0,84.39,1332866,76.9,152000.0,759739.0,1363633.0,78.7,0.9428197781989296,-0.41835165446611294,0,0
2009,5,4,110,5770,18876,3.3,2924,0.51,3432.0,0.6,28600,5.0,196.0,3031,0.5,15226.0,2.6,118062.0,20.46,108709,18.84,15866.0,82090.0,158191.0,27.4,-1.8237128745622049,0.19190643403569815,0,0
2009,8,1,80,13095,3207,0.2,768,0.04,25.0,0.0,7667,0.4,313.0,2713,0.1,21845.0,1.1,50875.0,37.49,7500,32.06,10500.0,21400.0,50925.0,37.2,-1.822132159095191,0.31340970115379296,0,0
2009,9,1,80,20254,93568,4.6,7775,0.38,15936.0,0.8,204936,10.1,478.0,8820,0.4,99997.0,4.9,974718.0,48.12,992786,49.02,118961.0,574561.0,1111018.0,54.9,0.3082550306730698,-0.09238090154023795,0,0
2009,45,1,80,13095,900,0.0,167,0.01,5771.5,0.5,2135,0.1,267.5,5135,0.4,8657.0,0.4,8278.0,37.49,7000,32.06,48246.0,3811.0,6837.0,37.2,-1.7838778385630898,0.32880152357400233,0,0
2009,10,4,56,5566,55000,4.6,3466,0.62,975.0,0.2,31559,5.7,120.0,964,0.2,44356.0,8.0,108982.0,19.58,91806,16.49,13749.0,58364.0,110705.0,19.9,-1.7427750427772322,-0.09812213980376261,0,0
2009,11,0,68,18514,134308,7.3,12059,0.65,20297.0,1.1,174724,9.4,239.0,4920,0.3,115824.0,6.3,760986.0,41.1,744430,40.21,99766.0,553222.0,1058339.0,57.2,0.056994399225841645,-0.524077514087908,0,0
2009,12,2,60,3549,14099,4.0,2355,0.66,1987.0,0.6,28429,8.0,84.0,772,0.2,26266.0,7.4,110576.0,31.16,95848,27.01,3422.0,74089.0,88421.0,24.9,-1.9784037813538535,-0.019404623192445097,0,0
2009,14,1,104,20693,50000,2.4,7371,0.36,18942.0,0.9,245261,11.9,625.0,14466,0.7,126272.0,6.1,1382310.0,66.8,1350024,65.24,131855.0,1036902.0,1987764.0,96.1,1.1048430487524081,0.2266546789084425,0,0
2009,15,6,98,5116,48000,9.4,2098,0.41,2928.0,0.6,54970,10.7,48.0,883,0.2,48266.0,9.4,223438.0,43.67,215894,42.2,32000.0,154744.0,215894.0,42.2,-1.6071937646897336,-0.25635359679042835,0,0
2009,16,4,58,28984,250000,8.6,16701,0.58,79452.0,2.7,203299,7.0,510.0,12775,0.4,87357.0,3.0,1270122.0,43.82,1011200,34.89,88368.0,674681.0,1219582.0,42.1,0.8446292268856109,-0.04559580144742011,0,0
2009,17,4,58,13095,10000,0.3,2318,0.08,1200.0,0.0,40937,1.4,306.0,10700,0.4,24549.0,0.8,231630.0,37.49,202327,32.06,20001.0,147702.0,230603.0,37.2,-1.3912574696808166,0.534980032453838,0,0
2009,18,0,164,136695,352813,2.6,52846,0.39,85734.0,0.6,346538,2.5,568.0,10529,0.1,560159.0,4.1,3553002.0,25.99,3368757,24.64,497453.0,2528927.0,4433202.0,32.4,7.507968793152469,-3.003641961106485,1,1
2009,19,2,15,1884,19940,10.6,1175,0.62,1020.0,0.5,28890,15.3,412.0,5607,3.0,32782.0,17.4,90901.0,48.25,70009,37.16,15049.0,71579.0,123503.0,65.6,-1.6686607875600852,0.5351496966480356,0,0
2009,20,1,139,60911,345000,5.7,19799,0.33,29073.0,0.5,351358,5.8,1342.0,40346,0.7,194648.0,3.2,2156748.0,35.41,2116560,34.75,220619.0,1361323.0,2416248.0,39.7,4.304222545175244,0.9881250647271554,1,0
2009,21,0,30,16413,98927,6.0,9068,0.55,3692.0,0.2,158963,9.7,488.0,12911,0.8,60779.0,3.7,546337.0,33.29,520886,31.74,70139.0,387379.0,586270.0,35.7,-0.29278389911379366,0.3489896440785937,0,0
2009,22,7,160,7886,8000,1.0,4314,0.55,800.0,0.1,11991,1.5,15.0,286,0.0,23493.0,3.0,119788.0,15.19,108602,13.77,16711.0,67557.0,121885.0,15.5,-1.9802800087285652,-0.1332610162619801,0,0
2009,23,1,63,9143,47602,5.2,3596,0.39,2390.0,0.3,79569,8.7,197.0,3453,0.4,59145.0,6.5,294191.0,32.18,288444,31.55,29605.0,186495.0,351217.0,38.4,-1.2884192942696062,-0.062123221671487754,0,0
2009,24,2,32,1094,18538,16.9,823,0.75,842.0,0.8,10861,9.9,136.0,3236,3.0,28911.0,26.4,128840.0,117.77,35000,31.99,9639.0,66352.0,128050.0,117.0,-1.9324154249495613,0.16519337751885618,0,0
2009,25,7,148,5100,21814,4.3,2774,0.54,780.0,0.2,42339,8.3,195.0,1721,0.3,21992.0,4.3,105391.0,20.66,92388,18.12,14456.0,71338.0,151060.0,29.6,-1.8222790745103814,0.10329009227526996,0,0
2009,26,1,61,10086,105000,10.4,4504,0.45,21062.0,2.1,184152,18.3,230.0,7297,0.7,70527.0,7.0,540361.0,53.58,511602,50.72,71541.0,384689.0,676603.0,67.1,-0.5092361814041223,-0.2116481250130441,0,0
2009,27,7,149,2528,7600,3.0,1213,0.48,450.0,0.2,8164,3.2,21.0,430,0.2,16173.0,6.4,53747.0,21.26,56536,22.36,6550.0,29116.0,56536.0,22.4,-2.144200206323597,-0.04172413266128992,0,0
2009,28,4,66,28833,199386,6.9,12080,0.42,29939.0,1.0,485364,16.8,572.0,11251,0.4,125642.0,4.4,1490034.0,51.68,1415380,49.09,184322.0,1149314.0,1489306.0,51.7,1.9075869689211182,-0.7014789523477231,0,0
2009,29,3,46,3834,18101,4.7,2905,0.76,2291.0,0.6,38508,10.0,64.0,1112,0.3,19346.0,5.0,109610.0,28.59,104041,27.14,17156.0,82838.0,144979.0,37.8,-1.9257054002597476,-0.05843093152152626,0,0
2009,30,3,72,13578,178530,13.1,11322,0.83,37800.0,2.8,281302,20.7,531.0,12916,1.0,87836.0,6.5,821646.0,60.51,675572,49.75,104881.0,478159.0,871342.0,64.2,0.40523966461365113,0.00508334232810604,0,0
2009,31,5,116,15495,135600,8.8,10310,0.67,4005.0,0.3,157203,10.1,457.0,11113,0.7,63509.0,4.1,593617.0,38.31,552605,35.66,45000.0,363930.0,553296.0,35.7,-0.3326329786326225,0.24455828984106792,0,0
2009,32,6,82,5331,19240,3.6,3288,0.62,10400.0,2.0,66418,12.5,175.0,2314,0.4,49077.0,9.2,327073.0,61.35,291708,54.72,48839.0,170511.0,317856.0,59.6,-1.46785959535416,-0.06303168360964842,0,0
2009,33,2,12,1480,8750,5.9,940,0.64,42.0,0.0,21051,14.2,66.0,1232,0.8,27595.0,18.6,143831.0,97.18,28000,18.92,12378.0,57564.0,147323.0,99.5,-2.0126154569702015,-0.006793449642159023,0,0
2009,35,6,132,12192,42729,3.5,6101,0.5,4500.0,0.4,99023,8.1,224.0,3888,0.3,56730.0,4.7,392204.0,32.17,352236,28.89,33996.0,214181.0,362878.0,29.8,-1.174896395089201,-0.06201933497823518,0,0
2009,36,3,84,13552,98000,7.2,5230,0.39,6827.0,0.5,105772,7.8,244.0,4137,0.3,78547.0,5.8,524486.0,38.7,512756,37.84,67712.0,401169.0,666422.0,49.2,-0.6495527581425617,-0.2188113815099973,0,0
2009,37,0,105,79226,478288,6.0,28238,0.36,52835.0,0.7,697559,8.8,437.0,6733,0.1,124367.0,1.6,2276009.0,28.73,2107795,26.6,208353.0,1524541.0,2166556.0,27.3,3.9260613355622,-2.0823105011097196,1,1
2009,38,0,3,20246,397938,19.7,17519,0.87,66631.0,3.3,768775,38.0,1113.0,36360,1.8,163813.0,8.1,3895765.0,192.42,2944852,145.45,421008.0,1876862.0,3874535.0,191.4,5.532943085760061,-0.15022992885965913,1,1
2009,39,3,49,4673,50100,10.7,4384,0.94,5004.0,1.1,61830,13.2,235.0,2940,0.6,43723.0,9.4,138505.0,29.64,125423,26.84,34422.0,92500.0,137411.0,29.4,-1.5426201165291555,0.04529740989069667,0,0
2009,42,4,130,13095,41726,3.4,1639,0.13,6973.0,0.6,44266,3.6,589.0,11847,1.0,62235.0,5.0,513514.0,37.49,500,32.06,38731.0,210331.0,471439.0,37.2,-0.9408751375369652,0.7632100984804439,0,0
2009,40,4,130,12434,86850,7.0,6434,0.52,8600.0,0.7,69248,5.6,452.0,10447,0.8,64284.0,5.2,424487.0,34.14,422846,34.01,59964.0,246912.0,451247.0,36.3,-0.7175901315686747,0.4037794058990147,0,0
2009,44,3,75,7397,114985,15.5,5867,0.79,6947.0,0.9,202711,27.4,271.0,6274,0.8,65038.0,8.8,544466.0,73.61,474424,64.14,52000.0,298661.0,471442.0,63.7,-0.6537047678856155,-0.18413852143767387,0,0
2009,46,1,71,5122,65321,12.8,4028,0.79,1650.0,0.3,58353,11.4,108.0,2376,0.5,39891.0,7.8,259705.0,50.7,168000,32.8,22194.0,130889.0,260609.0,50.9,-1.5639337288655737,-0.10941754642079414,0,0
2009,48,3,81,13095,7800,0.9,2464,0.28,5100.0,0.6,43113,4.9,92.0,1125,0.1,24872.0,2.8,217892.0,37.49,93225,32.06,9913.0,135803.0,222622.0,37.2,-1.7716771685794657,-0.08122503159626282,0,0
2009,47,3,81,8852,23384,2.6,3730,0.42,100.0,0.0,16500,1.9,235.0,3179,0.4,19549.0,2.2,112422.0,12.7,80656,9.11,6451.0,64777.0,118796.0,13.4,-1.8023475223687162,0.24325126934657598,0,0
