Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita,PC1,PC2,Cluster,Cluster_Agg
2009,49,3,124,12548,104500,8.3,7485,0.6,13007.0,1.0,129772,10.3,500.0,13499,1.1,74085.0,5.9,417124.0,33.24,409503,32.63,77650.0,261526.0,490552.0,39.1,-0.395886300055808,0.4053446013332471,0,0
2009,51,1,155,48697,85000,1.7,12473,0.26,16741.0,0.3,147881,3.0,687.0,9990,0.2,221165.0,4.5,1194781.0,24.54,1183362,24.3,149826.0,892373.0,1189178.0,24.4,1.3972487818752597,-0.24917813932164878,0,0
2009,52,4,135,28632,105600,3.7,12490,0.44,15423.0,0.5,136323,4.8,568.0,10662,0.4,65930.0,2.3,764297.0,26.69,697460,24.36,69600.0,423818.0,760899.0,26.6,-0.05196955856853753,0.2960345297600216,0,0
2009,53,5,65,18690,75100,4.0,12094,0.65,9567.0,0.5,194304,10.4,291.0,5785,0.3,126704.0,6.8,1014330.0,54.27,902187,48.27,110088.0,577875.0,1142322.0,61.1,0.13355118796936355,-0.4375218311152571,0,0
2009,55,1,112,10617,38540,3.6,3071,0.29,17600.0,1.7,63639,6.0,96.0,1774,0.2,40694.0,3.8,395458.0,37.25,232522,21.9,27527.0,206560.0,377957.0,35.6,-1.4766281563079995,-0.17100829014456212,0,0
2009,56,7,115,1789,5630,3.1,905,0.51,75.0,0.0,8929,5.0,32.0,200,0.1,16661.0,9.3,50369.0,28.15,46890,26.21,7900.0,37325.0,57611.0,32.2,-2.1509839370359254,-0.03482643018251939,0,0
2009,57,0,11,7366,67974,9.2,5198,0.71,10980.0,1.5,123891,16.8,303.0,4154,0.6,60856.0,8.3,624799.0,84.82,574849,78.04,111580.0,346505.0,737504.0,100.1,-0.6944874654557459,-0.1310831935152993,0,0
2009,58,6,111,14426,92306,6.4,8132,0.56,2982.0,0.2,126588,8.8,156.0,4545,0.3,69684.0,4.8,649299.0,45.01,604623,41.91,64717.0,386064.0,637589.0,44.2,-0.6781016423687638,-0.3176092852898965,0,0
2009,59,1,146,45011,276800,6.1,16180,0.36,74709.0,1.7,383243,8.5,409.0,12850,0.3,145871.0,3.2,1597311.0,35.49,1522649,33.83,176850.0,978556.0,1773493.0,39.4,2.1703378992866873,-0.8959842422967133,0,0
2009,60,3,22,6753,65000,9.6,4196,0.62,9456.0,1.4,67060,9.9,365.0,8205,1.2,37639.0,5.6,489781.0,72.53,250000,37.02,24807.0,277608.0,396334.0,58.7,-1.1615106247505942,0.40966176746457506,0,0
2009,62,3,22,13095,39000,5.8,627,0.09,1040.0,0.2,18650,2.8,163.0,3453,0.5,16409.0,2.4,129744.0,37.49,99000,32.06,27739.0,63000.0,126171.0,37.2,-1.694330172322207,0.08584503946222101,0,0
2009,63,0,17,57548,644816,11.2,30664,0.53,82296.0,1.4,996148,17.3,1120.0,24195,0.4,339286.0,5.9,4184551.0,72.71,4169257,72.45,637510.0,2509572.0,4203706.0,73.0,8.487912730357468,-2.374402242244756,1,1
2009,64,0,17,13095,116478,2.0,6200,0.11,6700.0,0.1,50227,0.9,465.0,23467,0.4,150655.0,2.6,984383.0,37.49,340000,32.06,60459.0,525102.0,1041187.0,37.2,0.1914542629288794,0.7249541012873668,0,0
2009,67,1,34,25084,280481,11.2,10689,0.43,61399.0,2.4,471133,18.8,1132.0,29920,1.2,185440.0,7.4,2257694.0,90.01,2053100,81.85,144994.0,1308924.0,2253101.0,89.8,3.2785572093757533,0.6028776691072317,1,0
2009,68,5,91,1891,4737,2.5,1685,0.89,58.0,0.0,9174,4.9,268.0,3228,1.7,15664.0,8.3,60019.0,31.74,57611,30.47,11322.0,38971.0,58024.0,30.7,-1.9631650026227818,0.36558768069087383,0,0
2009,71,1,39,33169,408281,12.3,15865,0.48,18083.0,0.5,566440,17.1,610.0,15023,0.5,164853.0,5.0,1787180.0,53.88,1642667,49.52,235387.0,863236.0,1593801.0,48.1,2.916559783484719,-1.1021250684935284,1,0
2009,72,1,39,13095,5000,0.2,150,0.0,5771.5,0.5,10086,0.3,3.0,38,0.0,13810.0,0.4,21808.0,37.49,7500,32.06,8173.0,278026.0,20411.0,37.2,-1.9563679592183485,-0.1499480200867396,0,0
2009,74,2,28,3168,14225,4.5,3070,0.97,289.0,0.1,50858,16.1,136.0,1425,0.4,29439.0,9.3,138825.0,43.82,125025,39.46,15102.0,89309.0,110736.0,35.0,-1.849190889635964,0.005995837971143489,0,0
2009,75,1,74,11215,96616,8.6,8467,0.75,18710.0,1.7,170099,15.2,366.0,6698,0.6,75703.0,6.8,468809.0,41.8,468809,41.8,51588.0,366619.0,607231.0,54.1,-0.5494415068147026,-0.024782136047865073,0,0
2009,76,0,1,61871,736688,11.9,33954,0.55,189790.0,3.1,1484619,24.0,1349.0,52586,0.8,457824.0,7.4,10095411.0,163.17,7153494,115.62,1336162.0,5372243.0,9099622.0,147.1,15.52435292532677,-3.3349449823816077,1,1
2009,78,0,1,13095,194106,3.1,6837,0.11,37928.0,0.6,322153,5.2,654.0,12290,0.2,67538.0,1.1,1662969.0,37.49,1505559,32.06,185700.0,1030309.0,1393803.0,37.2,1.2374247433150352,-0.03760831975263526,0,0
2009,79,5,143,15595,40473,2.6,5925,0.38,2575.0,0.2,37957,2.4,76.0,2019,0.1,31118.0,2.0,114789.0,7.36,100000,6.41,11232.0,81786.0,123433.0,7.9,-1.6777675368060432,-0.13424977167172486,0,0
2009,81,5,97,42324,21450,0.5,1187,0.03,5771.5,0.5,20000,0.5,100.0,1292,0.0,20092.0,0.5,200669.0,4.74,20000,0.47,11706.0,109875.0,179482.0,4.2,-1.460514159218905,-0.23516455716598994,0,0
2009,80,5,97,42324,395393,9.3,30297,0.72,36816.0,0.9,372993,8.8,489.0,15733,0.4,140875.0,3.3,1978428.0,46.74,1913283,45.21,199655.0,1389412.0,2166146.0,51.2,2.9093101678522766,-0.8065350522769563,1,0
2009,83,5,97,13095,78500,1.9,4581,0.11,5771.5,0.5,91040,2.2,455.0,5141,0.1,50623.0,1.2,468888.0,37.49,206700,32.06,37892.0,258659.0,493605.0,37.2,-0.9585941798915225,0.24814311230690633,0,0
2009,84,4,33,22373,121434,5.4,16485,0.74,25565.0,1.1,291164,13.0,1010.0,15905,0.7,131035.0,5.9,1155917.0,51.67,1025914,45.86,84500.0,806426.0,1168256.0,52.2,1.1091141323050182,0.6243450147932018,0,0
2009,85,3,64,7800,51055,6.5,4917,0.63,1744.0,0.2,59534,7.6,285.0,4984,0.6,44385.0,5.7,360614.0,46.23,285153,36.56,50768.0,220389.0,367079.0,47.1,-1.242588680639295,0.1427336664347518,0,0
2009,86,4,117,57698,254337,4.4,42179,0.73,52027.0,0.9,445122,7.7,427.0,8901,0.2,206119.0,3.6,1776912.0,30.8,1691794,29.32,278719.0,1470555.0,2568171.0,44.5,3.191137641846833,-1.4997674483592895,1,0
2009,87,7,134,2118,2373,1.1,1098,0.52,73.0,0.0,4702,2.2,48.0,657,0.3,17403.0,8.2,43900.0,20.73,24480,11.56,5793.0,12480.0,43409.0,20.5,-2.165338244701058,0.0125828824779515,0,0
2009,88,1,169,124563,803634,6.5,48558,0.39,457521.0,3.7,498542,4.0,5472.0,80620,0.6,518302.0,4.2,8971256.0,72.02,8241573,66.16,752847.0,5072783.0,9372269.0,75.2,16.591136882155766,4.764086056405745,1,1
2009,89,1,100,2077,470,0.2,1181,0.57,5771.5,0.5,349,0.2,267.5,5135,0.4,6197.0,3.0,6000.0,2.89,6000,2.89,4309.0,278026.0,16033.0,7.7,-1.9169647906099978,0.4928615199727733,0,0
2009,90,2,70,5564,25854,4.6,2923,0.53,1506.0,0.3,50459,9.1,216.0,3133,0.6,41767.0,7.5,182344.0,32.77,157979,28.39,24186.0,132956.0,235394.0,42.3,-1.5922714297832883,0.09724146016176435,0,0
2009,91,6,89,9232,20400,2.2,4634,0.5,5771.5,0.5,99216,10.7,222.0,3739,0.4,45510.0,4.9,412209.0,44.65,389000,42.14,35000.0,224600.0,387063.0,41.9,-1.287232776108093,0.0027189082442367783,0,0
2009,92,2,18,2952,37393,12.7,1691,0.57,698.0,0.2,36520,12.4,420.0,6179,2.1,29072.0,9.8,257681.0,87.29,78800,26.69,23929.0,142078.0,245358.0,83.1,-1.5174373527374403,0.525282600891825,0,0
2009,93,7,150,17710,93410,5.3,7175,0.41,3456.0,0.2,104929,5.9,604.0,11694,0.7,73561.0,4.2,728905.0,41.16,681830,38.5,53418.0,394471.0,683121.0,38.6,-0.27048625979786695,0.5276377406666365,0,0
2009,94,3,54,6443,39333,6.1,2743,0.43,1699.0,0.3,75985,11.8,420.0,5777,0.9,30974.0,4.8,299832.0,46.54,200573,31.13,45323.0,159865.0,296661.0,46.0,-1.306144778723658,0.37534863854023864,0,0
2009,95,5,113,7354,44252,6.0,4044,0.55,1715.0,0.2,80148,10.9,241.0,4715,0.6,48210.0,6.6,246324.0,33.5,205000,27.88,37939.0,121341.0,243743.0,33.1,-1.3656522181107587,0.06552581800328647,0,0
2009,96,5,120,15097,83385,5.5,9356,0.62,11878.0,0.8,192387,12.7,450.0,9979,0.7,79145.0,5.2,613552.0,40.64,586973,38.88,81950.0,401015.0,748889.0,49.6,-0.21888756668350476,0.0978234205336628,0,0
2009,98,2,53,8671,78313,9.0,6614,0.76,5921.0,0.7,123525,14.2,504.0,8328,1.0,63648.0,7.3,610128.0,70.36,296150,34.15,65227.0,295639.0,591133.0,68.2,-0.6917492161537943,0.3295212496181127,0,0
2009,100,5,8,2076,10659,5.1,1146,0.55,789.0,0.4,17218,8.3,44.0,346,0.2,29362.0,14.1,176629.0,85.08,121536,58.54,20215.0,97071.0,175537.0,84.6,-1.9643822799315562,-0.08688791096643107,0,0
2009,101,4,25,18793,180559,9.6,13587,0.72,18264.0,1.0,322023,17.1,726.0,16958,0.9,120064.0,6.4,1336823.0,71.13,1128492,60.05,136375.0,671467.0,1316280.0,70.0,1.2282522596302798,0.16672968552516126,0,0
2009,102,1,127,55857,398019,7.1,24340,0.44,52315.0,0.9,834197,14.9,984.0,26310,0.5,238805.0,4.3,2858212.0,51.17,2786605,49.89,251198.0,1608151.0,2754505.0,49.3,5.2578431370200365,-0.9803191570128867,1,1
2009,103,6,158,24884,93686,3.8,5080,0.2,13573.0,0.5,236537,9.5,364.0,9532,0.4,88267.0,3.5,657187.0,26.41,604570,24.3,136131.0,476099.0,782000.0,31.4,0.14846007530274985,-0.2954279067642138,0,0
2009,105,1,69,6351,64995,10.2,2825,0.44,4101.0,0.6,133142,21.0,184.0,4803,0.8,46896.0,7.4,369065.0,58.11,297410,46.83,46071.0,200530.0,394822.0,62.2,-1.1599711077792656,-0.11107817068431478,0,0
2009,106,4,161,59225,226259,3.8,38604,0.65,60634.0,1.0,228224,3.9,953.0,13446,0.2,250069.0,4.2,2066412.0,34.89,2006015,33.87,181339.0,1460057.0,2706950.0,45.7,3.2023891157641593,-0.24097438938099622,1,0
2009,107,4,40,7252,58500,8.1,4856,0.67,8500.0,1.2,102576,14.1,678.0,14031,1.9,67346.0,9.3,421878.0,58.17,411500,56.74,59500.0,259798.0,426662.0,58.8,-0.5996034691692417,0.8231713040383365,0,0
2009,108,3,83,4248,38000,8.9,2611,0.61,1625.0,0.4,51189,12.1,214.0,2905,0.7,24885.0,5.9,299208.0,70.43,272567,64.16,30809.0,157383.0,299312.0,70.5,-1.5755868824406336,0.11176795604931967,0,0
2009,109,3,126,47778,279177,5.8,23500,0.49,31089.0,0.7,552665,11.6,405.0,13952,0.3,189274.0,4.0,2832511.0,59.28,2679373,56.08,321626.0,2216868.0,3386176.0,70.9,4.220372865345676,-1.4831228846406221,1,1
2009,110,4,55,55445,149582,2.7,29012,0.52,51052.0,0.9,284215,5.1,326.0,12744,0.2,134996.0,2.4,1628573.0,29.37,1612293,29.08,135574.0,796812.0,1564331.0,28.2,1.564045561444609,-0.6696403315543873,0,0
2009,111,0,43,19402,120804,6.2,13027,0.67,10580.0,0.5,233212,12.0,435.0,10207,0.5,94791.0,4.9,737098.0,37.99,707616,36.47,87250.0,459772.0,694528.0,35.8,0.1011776354024488,-0.104831792636915,0,0
2009,112,5,136,19744,4124,0.2,9738,0.49,125.0,0.0,8093,0.4,7.0,339,0.0,17660.0,0.9,65107.0,3.3,36000,1.82,4680.0,52794.0,94115.0,4.8,-1.9321992079207762,-0.17505113148410492,0,0
2009,113,2,50,2345,11976,5.1,1085,0.46,1161.0,0.5,15227,6.5,250.0,1283,0.5,15684.0,6.7,114615.0,48.88,80719,34.42,10251.0,64861.0,88351.0,37.7,-1.9616849213625251,0.24898901353820427,0,0
2009,114,4,147,31931,127408,4.0,10777,0.34,14315.0,0.4,86808,2.7,293.0,6241,0.2,75904.0,2.4,870091.0,27.25,577360,18.08,21989.0,419765.0,793478.0,24.8,-0.36810271771907593,-0.11293431732505316,0,0
2009,115,1,167,70664,319501,4.5,25149,0.36,98783.0,1.4,408601,5.8,1377.0,24525,0.3,220974.0,3.1,2950398.0,41.75,2775000,39.27,243475.0,1549388.0,2963788.0,41.9,4.652241358798716,0.18438662202551756,1,0
2009,116,0,2,19890,482310,24.2,16390,0.82,51268.0,2.6,530270,26.7,1319.0,32457,1.6,188178.0,9.5,2350473.0,118.17,1623500,81.62,324751.0,1256365.0,2085692.0,104.9,4.166651506348772,0.30298152808375367,1,1
2009,117,0,44,14100,102691,7.3,8823,0.63,5771.5,0.5,157817,11.2,263.0,3955,0.3,55776.0,4.0,481473.0,34.15,451445,32.02,40418.0,387563.0,583331.0,41.4,-0.7313512630590073,-0.19335222592933118,0,0
2009,121,2,76,6736,64000,9.5,5826,0.86,8700.0,1.3,82641,12.3,228.0,3567,0.5,53576.0,8.0,318040.0,47.21,224007,33.26,43872.0,164033.0,331555.0,49.2,-1.2778141607099014,-0.03890184380460869,0,0
2009,122,4,165,123932,812348,6.6,39721,0.32,199877.0,1.6,330179,2.7,3317.0,58382,0.5,471298.0,3.8,4979083.0,40.18,4084673,32.96,490750.0,2834349.0,5117582.0,41.3,10.93794902345853,2.037138213861812,1,1
2009,123,5,163,25923,162000,6.2,12489,0.48,10941.0,0.4,63043,2.4,163.0,2061,0.1,84605.0,3.3,727488.0,28.06,605000,23.34,53006.0,358206.0,719974.0,27.8,-0.49070460362719515,-0.47443120180859116,0,0
2009,124,2,62,28439,203880,7.2,11581,0.41,17671.0,0.6,317084,11.1,814.0,16299,0.6,113254.0,4.0,1086062.0,38.19,1024710,36.03,198757.0,675404.0,1379232.0,48.5,1.5257915579923491,0.07164909745415166,0,0
2009,126,1,93,29619,244804,8.3,12620,0.43,66332.0,2.2,411622,13.9,699.0,28763,1.0,156217.0,5.3,2324158.0,78.47,2281165,77.02,264154.0,1279940.0,2245796.0,75.8,3.1347408861762838,-0.0017891097264592687,1,0
2009,127,0,35,26790,205710,7.7,18474,0.69,74283.0,2.8,273380,10.2,1047.0,15827,0.6,120005.0,4.5,1187130.0,44.31,1007953,37.62,77433.0,720527.0,1184130.0,44.2,1.2550905093599742,0.6097531736418214,0,0
2009,128,2,31,1652,33421,20.2,1397,0.85,2854.0,1.7,37342,22.6,251.0,8899,5.4,37245.0,22.5,364955.0,220.92,1000,0.61,36973.0,153376.0,393930.0,238.5,-1.4795419173875917,0.4019598946838643,0,0
2009,129,4,88,14406,37200,2.6,6700,0.47,3648.0,0.3,81732,5.7,203.0,2979,0.2,70301.0,4.9,567310.0,39.38,565537,39.26,66733.0,345345.0,567310.0,39.4,-0.9320788425107831,-0.19168971005481827,0,0
2009,130,2,128,3352,15554,4.6,1527,0.46,695.0,0.2,23143,6.9,142.0,920,0.3,19378.0,5.8,96942.0,28.92,58875,17.56,8145.0,60216.0,95930.0,28.6,-1.984232542699431,0.07490306267391766,0,0
2009,131,4,51,24002,91156,3.8,15237,0.63,11336.0,0.5,190953,8.0,237.0,4422,0.2,110630.0,4.6,1004990.0,41.87,966907,40.28,72216.0,618420.0,1010454.0,42.1,0.03284509512208095,-0.5030383660997072,0,0
2009,133,5,78,5212,84000,16.1,2677,0.51,6123.0,1.2,48932,9.4,122.0,2011,0.4,29477.0,5.7,108639.0,20.84,22250,4.27,10120.0,61913.0,113881.0,21.8,-1.7060660374568692,-0.06893970534627065,0,0
2009,134,0,47,83456,376760,4.5,25322,0.3,55623.0,0.7,426671,5.1,431.0,7344,0.1,262757.0,3.1,3620884.0,43.39,3601674,43.16,487008.0,2633490.0,4842271.0,58.0,5.9754587571735716,-2.2990410519195668,1,1
2009,136,0,47,13095,30000,0.4,2783,0.03,5771.5,0.5,60228,0.7,399.0,13345,0.2,29231.0,0.4,298889.0,37.49,154400,32.06,44955.0,144538.0,286750.0,37.2,-1.1356860825504844,0.6423384212249074,0,0
2009,139,5,157,36432,180000,4.9,38012,1.04,9528.0,0.3,158001,4.3,566.0,11887,0.3,82641.0,2.3,1217146.0,33.41,1121500,30.78,87502.0,748557.0,1203581.0,33.0,0.743349861218164,0.102982554277893,0,0
2009,140,5,19,7384,38693,5.2,6067,0.82,4457.0,0.6,77049,10.4,183.0,3128,0.4,47937.0,6.5,600296.0,81.3,240000,32.5,37563.0,303425.0,576877.0,78.1,-1.2826671420595628,-0.04153427377934825,0,0
2009,141,3,24,10539,222521,21.1,6622,0.63,6439.0,0.6,184884,17.5,313.0,6083,0.6,76689.0,7.3,698704.0,66.3,694710,65.92,105750.0,375454.0,673921.0,63.9,-0.0693651603925148,-0.37828146542309826,0,0
2009,142,4,29,13813,90254,6.5,9670,0.7,6575.0,0.5,142144,10.3,219.0,6362,0.5,114256.0,8.3,615954.0,44.59,590103,42.72,72900.0,372868.0,704636.0,51.0,-0.4038026671384,-0.314555980392932,0,0
2009,143,4,73,12527,24000,1.9,4942,0.39,4900.0,0.4,44334,3.5,306.0,3950,0.3,32211.0,2.6,233370.0,18.63,227444,18.16,29200.0,173050.0,231195.0,18.5,-1.4480618347321919,0.21669078619270077,0,0
2009,144,7,162,15450,7233,0.5,3438,0.22,1500.0,0.1,10042,0.6,43.0,536,0.0,14295.0,0.9,53125.0,3.44,48925,3.17,6095.0,24239.0,52587.0,3.4,-1.9814385933737433,-0.09681598573532159,0,0
2009,146,1,131,17193,130947,7.6,6647,0.39,8075.0,0.5,174956,10.2,289.0,8574,0.5,102091.0,5.9,746795.0,43.44,684037,39.79,96357.0,398933.0,736970.0,42.9,-0.07688814776177778,-0.27875863469506235,0,0
2009,147,2,144,12011,80300,6.7,5830,0.49,4285.0,0.4,67540,5.6,373.0,5274,0.4,59512.0,5.0,448530.0,37.34,422778,35.2,63250.0,246725.0,433941.0,36.1,-0.9113824538857477,0.12459766520940098,0,0
2009,149,7,118,4165,5400,1.3,1538,0.37,600.0,0.1,16916,4.1,163.0,1310,0.3,19757.0,4.7,71875.0,17.26,65869,15.81,7267.0,45657.0,73360.0,17.6,-1.999424462184835,0.13162416609155672,0,0
2009,151,3,107,9537,94016,9.9,4279,0.45,5710.0,0.6,155893,16.3,264.0,5134,0.5,79399.0,8.3,773132.0,81.07,727459,76.28,68030.0,457609.0,884842.0,92.8,-0.456419072698331,-0.20300515752162918,0,0
2009,152,5,121,4902,20272,4.1,2248,0.46,655.0,0.1,33438,6.8,27.0,1781,0.4,30148.0,6.2,168610.0,34.4,155491,31.72,14983.0,90745.0,174302.0,35.6,-1.8580115675371318,-0.10168303762386394,0,0
2009,153,4,96,9273,32000,3.5,4236,0.46,7600.0,0.8,63950,6.9,64.0,1680,0.2,39971.0,4.3,253412.0,27.33,245460,26.47,32500.0,138870.0,233564.0,25.2,-1.576514379738626,-0.21013121310670518,0,0
2009,154,7,154,9292,66997,7.2,4728,0.51,6025.0,0.6,76572,8.2,260.0,6491,0.7,38668.0,4.2,449976.0,48.43,444286,47.81,33947.0,216394.0,423512.0,45.6,-1.1398479598739064,0.15959736153293091,0,0
2009,155,0,10,8840,73356,8.3,5708,0.65,3257.0,0.4,121715,13.8,310.0,5711,0.6,51026.0,5.8,600396.0,67.92,361312,40.87,73109.0,316369.0,584969.0,66.2,-0.8593897824919972,0.0165394474821445,0,0
2009,156,0,9,23872,394617,16.5,10268,0.43,17007.0,0.7,428104,17.9,894.0,22128,0.9,130235.0,5.5,2084734.0,87.33,1642400,68.8,174670.0,1112062.0,2081139.0,87.2,2.797683170339949,0.04381187565652134,1,0
2009,158,1,77,18808,166609,8.9,8024,0.43,20404.0,1.1,268460,14.3,253.0,8697,0.5,66433.0,3.5,931227.0,49.51,905466,48.14,103621.0,693601.0,1089902.0,57.9,0.31773650870323633,-0.43566793587061614,0,0
2009,159,2,7,2319,16879,7.3,1598,0.69,4759.0,2.1,23962,10.3,111.0,2334,1.0,39745.0,17.1,202944.0,87.51,100000,43.12,16562.0,101687.0,235899.0,101.7,-1.817896964921559,0.03490566158114161,0,0
2009,160,5,92,6546,35000,5.3,2893,0.44,520.0,0.1,68668,10.5,120.0,1306,0.2,29584.0,4.5,91950.0,14.05,107080,16.36,11970.0,77722.0,132093.0,20.2,-1.7509113128006837,-0.08816542003244482,0,0
2009,161,2,16,3987,54789,13.7,2832,0.71,6240.0,1.6,83376,20.9,302.0,6000,1.5,39004.0,9.8,412069.0,103.35,164800,41.33,31785.0,232809.0,426933.0,107.1,-1.2875442127533836,0.23750196242364827,0,0
2009,162,7,137,1725,9720,5.6,618,0.36,185.0,0.1,16577,9.6,90.0,615,0.4,14130.0,8.2,52505.0,30.44,47181,27.35,5336.0,23800.0,53322.0,30.9,-2.1147758210640375,0.0456680677506496,0,0
2009,163,4,114,16240,146602,9.0,11284,0.69,8746.0,0.5,88667,5.5,118.0,5092,0.3,76790.0,4.7,549558.0,33.84,480110,29.56,56589.0,252724.0,529436.0,32.6,-0.7027225229607829,-0.36064045764275315,0,0
2009,164,2,14,3022,18500,6.1,1200,0.4,1400.0,0.5,17721,5.9,140.0,1250,0.4,12774.0,4.2,217248.0,71.89,50000,16.55,15297.0,81454.0,156702.0,51.9,-1.970682109518184,0.09968202411899424,0,0
2009,165,0,52,40011,175003,4.4,15386,0.38,7685.0,0.2,277325,6.9,607.0,13282,0.3,150776.0,3.8,1112951.0,27.82,1121710,28.04,159469.0,755961.0,1272319.0,31.8,1.4554337978499658,-0.30843075653358204,0,0
2009,166,0,23,4110,32600,7.9,2424,0.59,5771.5,0.5,45321,11.0,159.0,2756,0.7,27556.0,6.7,204201.0,49.68,120000,29.2,25719.0,105111.0,209421.0,51.0,-1.7157514892132184,0.05710470949614915,0,0
2009,167,1,45,23659,245000,10.4,12161,0.51,52161.0,2.2,459260,19.4,670.0,24640,1.0,150506.0,6.4,1288716.0,54.47,1321686,55.86,195949.0,946271.0,1781440.0,75.3,2.339968064068216,-0.10372537350878468,0,0
2009,168,6,138,10850,55000,5.1,3905,0.36,5771.5,0.5,75485,7.0,172.0,2484,0.2,53849.0,5.0,517186.0,47.67,399663,36.84,51936.0,257376.0,453377.0,41.8,-1.174696383954389,-0.16804511413949777,0,0
2009,169,1,79,25940,219255,8.5,10351,0.4,13829.0,0.5,282207,10.9,432.0,8659,0.3,143770.0,5.5,1360983.0,52.47,1326789,51.15,180659.0,711311.0,1397814.0,53.9,1.293581829865591,-0.681471981634969,0,0
2009,171,4,48,19678,182313,9.3,8100,0.41,6236.0,0.3,353815,18.0,558.0,12907,0.7,99330.0,5.0,860144.0,43.71,672014,34.15,111007.0,478963.0,944154.0,48.0,0.6932982623314132,-0.16566039151129755,0,0
2009,172,1,99,42142,275424,6.5,28448,0.68,163020.0,3.9,347465,8.2,340.0,12395,0.3,119426.0,2.8,1307108.0,31.02,1290577,30.62,103000.0,888543.0,1579499.0,37.5,1.6175202448386368,-0.7214372380710976,0,0
2009,173,5,152,2981,7844,2.6,1869,0.63,883.0,0.3,10020,3.4,145.0,819,0.3,13152.0,4.4,65508.0,21.98,63048,21.15,5500.0,52000.0,62817.0,21.1,-2.0684391531055675,0.12689147363771938,0,0
2009,174,6,145,11786,86721,7.4,5852,0.5,1622.0,0.1,89307,7.6,297.0,4104,0.3,51694.0,4.4,459281.0,38.97,357017,30.29,48598.0,268811.0,438511.0,37.2,-0.9962326482940362,-0.007678161770316989,0,0
2009,175,0,26,118475,961580,8.1,95000,0.8,175433.0,1.5,1027788,8.7,1614.0,48330,0.4,523447.0,4.4,8553528.0,72.2,7761360,65.51,816801.0,4995649.0,8850585.0,74.7,15.061374860758786,-2.326405225005214,1,1
2009,176,7,141,3725,10500,2.8,1801,0.48,3598.0,1.0,57229,15.4,74.0,540,0.1,24794.0,6.7,79595.0,21.37,77968,20.93,11715.0,44350.0,76900.0,20.6,-1.9548714726648466,-0.0964343720860268,0,0
2009,177,5,41,18343,39363,2.1,5925,0.32,956.0,0.1,59052,3.2,321.0,7013,0.4,40132.0,2.2,257397.0,14.03,120000,6.54,33711.0,177090.0,307657.0,16.8,-1.208108795155154,0.24899820293204386,0,0
2009,178,0,103,49015,285222,5.8,33245,0.68,54328.0,1.1,450953,9.2,3324.0,53589,1.1,169299.0,3.5,3027379.0,61.76,2790455,56.93,260682.0,1700537.0,2954109.0,60.3,5.866057570726704,3.8971023473790054,1,0
2009,179,1,106,15104,139882,9.3,7259,0.48,8955.0,0.6,139889,9.3,476.0,8744,0.6,83021.0,5.5,520470.0,34.46,430766,28.52,52329.0,311086.0,519533.0,34.4,-0.37567789728989087,0.13877363756155112,0,0
2009,180,2,129,7818,74000,9.5,3284,0.42,7000.0,0.9,93826,12.0,558.0,10604,1.4,56222.0,7.2,347576.0,44.46,318076,40.69,46333.0,193681.0,399634.0,51.1,-0.8361006481975896,0.5888058631407673,0,0
2009,181,7,151,9231,50827,5.5,5382,0.58,14173.0,1.5,85400,9.3,475.0,7290,0.8,55901.0,6.1,368368.0,39.91,361760,39.19,56225.0,257042.0,362196.0,39.2,-0.9510933563561857,0.3703461287369915,0,0
2009,182,6,108,14631,94723,6.5,9410,0.64,26018.0,1.8,148891,10.2,221.0,3280,0.2,63925.0,4.4,395652.0,27.04,389799,26.64,43202.0,317646.0,554446.0,37.9,-0.8097502537958559,-0.27626014737724536,0,0
2009,183,2,153,35451,96000,2.7,12024,0.34,94945.0,2.7,114934,3.2,232.0,4647,0.1,55422.0,1.6,643453.0,18.15,27400,0.77,51919.0,341403.0,594172.0,16.8,-0.6574086513430755,-0.2855110772366877,0,0
2009,184,0,37,34752,230928,6.6,22524,0.65,30572.0,0.9,483979,13.9,804.0,13224,0.4,168752.0,4.9,1693013.0,48.72,1465837,42.18,311946.0,1069811.0,1672887.0,48.1,2.6808928662338753,-0.7503545746060327,1,0
2009,185,6,57,751,8000,10.7,323,0.43,26.0,0.0,6233,8.3,50.0,372,0.5,12629.0,16.8,30182.0,40.19,27704,36.89,6196.0,11113.0,31496.0,41.9,-2.191592378458352,0.015139059716202866,0,0
2009,186,6,140,29620,125642,4.2,14037,0.47,4644.0,0.2,161699,5.5,205.0,6184,0.2,75366.0,2.5,883757.0,29.84,300000,10.13,84006.0,373407.0,781484.0,26.4,-0.28236420125247536,-0.4339982647318233,0,0
2009,187,5,125,2612,10428,4.0,1736,0.66,382.0,0.1,24276,9.3,101.0,1241,0.5,18764.0,7.2,76645.0,29.34,77321,29.6,4901.0,44192.0,72191.0,27.6,-2.0325667834595564,0.05315725993491769,0,0
